order_id,order_date,customer_id,product_id,quantity,category,price,cost_price,region,registration_date
1045,2024-11-19,185,14,2,Clothing,116.84,214.71,North,2023-03-26
1046,2024-05-24,186,19,4,Books,154.99,113.73,East,2023-03-27
1047,2024-07-10,281,11,1,Home,138.65,142.03,West,2023-06-30
1048,2024-05-24,170,14,1,Clothing,116.84,214.71,North,2023-03-11
1049,2024-12-07,155,14,1,Clothing,116.84,214.71,North,2023-02-24
1050,2024-08-30,170,9,4,Books,273.5,70.84,North,2023-03-11
1051,2024-11-04,108,7,4,Electronics,14.26,64.74,South,2023-01-08
1052,2024-03-25,297,16,4,Clothing,42.74,204.7,North,2023-07-16
1053,2024-01-07,145,8,4,Home,78.29,80.58,East,2023-02-14
1054,2024-07-22,195,7,1,Electronics,14.26,64.74,Central,2023-04-05
1055,2024-02-01,275,12,2,Clothing,367.46,76.42,South,2023-06-24
1056,2024-02-20,152,14,1,Clothing,116.84,214.71,West,2023-02-21
1057,2024-07-21,108,19,1,Books,154.99,113.73,South,2023-01-08
1058,2024-09-26,138,2,1,Home,280.83,107.28,East,2023-02-07
1059,2024-05-23,227,7,2,Electronics,14.26,64.74,Central,2023-05-07
1060,2024-06-28,109,1,1,Home,337.85,186.37,Central,2023-01-09
1061,2024-07-06,265,2,2,Home,280.83,107.28,West,2023-06-14
1062,2024-10-21,122,15,1,Clothing,94.45,225.93,East,2023-01-22
1063,2024-01-09,114,3,4,Clothing,233.52,130.05,East,2023-01-14
1064,2024-09-01,295,17,2,Books,393.85,78.1,South,2023-07-14
1065,2024-11-24,162,12,4,Clothing,367.46,76.42,South,2023-03-03
1066,2024-02-01,239,11,3,Home,138.65,142.03,Central,2023-05-19
1067,2024-07-30,201,19,1,Books,154.99,113.73,South,2023-04-11
1068,2024-07-14,242,6,1,Home,391.29,90.36,Central,2023-05-22
1069,2024-01-24,122,10,2,Home,207.04,192.52,East,2023-01-22
1070,2024-06-22,194,18,2,Clothing,67.69,35.71,South,2023-04-04
1071,2024-12-17,207,12,3,Clothing,367.46,76.42,North,2023-04-17
1072,2024-04-13,161,6,1,Home,391.29,90.36,North,2023-03-02
1073,2024-12-09,266,10,1,Home,207.04,192.52,South,2023-06-15
1074,2024-12-10,251,14,4,Clothing,116.84,214.71,South,2023-05-31
1075,2024-01-29,110,1,1,Home,337.85,186.37,East,2023-01-10
1076,2024-05-17,101,20,3,Electronics,451.71,24.11,West,2023-01-01
1077,2024-07-10,272,12,1,Clothing,367.46,76.42,West,2023-06-21
1078,2024-07-16,255,8,1,Home,78.29,80.58,Central,2023-06-04
1079,2024-03-06,151,8,4,Home,78.29,80.58,South,2023-02-20
1080,2024-07-17,218,7,3,Electronics,14.26,64.74,East,2023-04-28
1081,2024-02-20,170,2,4,Home,280.83,107.28,North,2023-03-11
1082,2024-05-12,144,3,1,Clothing,233.52,130.05,South,2023-02-13
1083,2024-04-18,135,9,4,Books,273.5,70.84,West,2023-02-04
1084,2024-04-21,115,19,2,Books,154.99,113.73,Central,2023-01-15
1085,2024-03-29,174,11,4,Home,138.65,142.03,East,2023-03-15
1086,2024-09-08,243,16,4,Clothing,42.74,204.7,Central,2023-05-23
1087,2024-02-21,213,4,1,Home,179.65,172.49,North,2023-04-23
1088,2024-08-29,266,2,3,Home,280.83,107.28,South,2023-06-15
1089,2024-03-25,118,4,1,Home,179.65,172.49,West,2023-01-18
1090,2024-05-01,205,3,2,Clothing,233.52,130.05,West,2023-04-15
1091,2024-01-02,262,11,3,Home,138.65,142.03,North,2023-06-11
1092,2024-11-15,105,10,1,Home,207.04,192.52,South,2023-01-05
1093,2024-09-28,261,14,1,Clothing,116.84,214.71,West,2023-06-10
1094,2024-09-28,286,11,3,Home,138.65,142.03,South,2023-07-05
1095,2024-04-20,246,2,1,Home,280.83,107.28,East,2023-05-26
1096,2024-10-06,241,13,3,Electronics,135.18,159.25,West,2023-05-21
1097,2024-02-22,126,11,1,Home,138.65,142.03,West,2023-01-26
1098,2024-11-23,131,10,4,Home,207.04,192.52,East,2023-01-31
1099,2024-04-08,192,18,1,Clothing,67.69,35.71,East,2023-04-02
1100,2024-05-02,144,20,1,Electronics,451.71,24.11,South,2023-02-13
1101,2024-07-09,249,11,2,Home,138.65,142.03,West,2023-05-29
1102,2024-10-14,253,16,1,Clothing,42.74,204.7,Central,2023-06-02
1103,2024-02-08,288,10,2,Home,207.04,192.52,West,2023-07-07
1104,2024-04-01,268,14,1,Clothing,116.84,214.71,South,2023-06-17
1105,2024-05-07,172,4,2,Home,179.65,172.49,North,2023-03-13
1106,2024-06-04,142,20,2,Electronics,451.71,24.11,Central,2023-02-11
1107,2024-06-16,120,1,4,Home,337.85,186.37,West,2023-01-20
1108,2024-12-13,189,20,2,Electronics,451.71,24.11,Central,2023-03-30
1109,2024-06-26,141,5,2,Electronics,343.85,48.44,North,2023-02-10
1110,2024-05-26,206,8,4,Home,78.29,80.58,West,2023-04-16
1111,2024-05-12,138,15,1,Clothing,94.45,225.93,East,2023-02-07
1112,2024-02-16,159,7,2,Electronics,14.26,64.74,South,2023-02-28
1113,2024-07-07,253,7,1,Electronics,14.26,64.74,Central,2023-06-02
1114,2024-04-18,105,3,3,Clothing,233.52,130.05,South,2023-01-05
1115,2024-08-01,164,15,2,Clothing,94.45,225.93,Central,2023-03-05
1116,2024-04-15,170,20,4,Electronics,451.71,24.11,North,2023-03-11
1117,2024-10-09,214,13,1,Electronics,135.18,159.25,Central,2023-04-24
1118,2024-10-12,247,17,2,Books,393.85,78.1,South,2023-05-27
1119,2024-04-08,252,13,2,Electronics,135.18,159.25,East,2023-06-01
1120,2024-05-28,153,6,4,Home,391.29,90.36,South,2023-02-22
1121,2024-05-06,224,1,4,Home,337.85,186.37,Central,2023-05-04
1122,2024-01-24,211,13,3,Electronics,135.18,159.25,Central,2023-04-21
1123,2024-12-26,246,2,1,Home,280.83,107.28,East,2023-05-26
1124,2024-08-30,162,2,1,Home,280.83,107.28,South,2023-03-03
1125,2024-06-24,187,16,1,Clothing,42.74,204.7,West,2023-03-28
1126,2024-06-04,202,3,4,Clothing,233.52,130.05,North,2023-04-12
1127,2024-07-03,184,4,2,Home,179.65,172.49,South,2023-03-25
1128,2024-01-10,183,11,1,Home,138.65,142.03,North,2023-03-24
1129,2024-02-08,154,8,4,Home,78.29,80.58,North,2023-02-23
1130,2024-02-12,117,11,2,Home,138.65,142.03,Central,2023-01-17
1131,2024-09-30,137,18,3,Clothing,67.69,35.71,East,2023-02-06
1132,2024-07-10,244,17,2,Books,393.85,78.1,East,2023-05-24
1133,2024-09-18,244,12,1,Clothing,367.46,76.42,East,2023-05-24
1134,2024-09-02,188,5,1,Electronics,343.85,48.44,South,2023-03-29
1135,2024-07-12,291,19,4,Books,154.99,113.73,East,2023-07-10
1136,2024-02-22,119,8,1,Home,78.29,80.58,North,2023-01-19
1137,2024-06-06,237,20,1,Electronics,451.71,24.11,South,2023-05-17
1138,2024-12-22,223,9,2,Books,273.5,70.84,West,2023-05-03
1139,2024-04-25,213,1,2,Home,337.85,186.37,North,2023-04-23
1140,2024-12-17,193,10,2,Home,207.04,192.52,South,2023-04-03
1141,2024-02-05,175,5,2,Electronics,343.85,48.44,East,2023-03-16
1142,2024-05-31,284,14,3,Clothing,116.84,214.71,Central,2023-07-03
1143,2024-01-21,115,5,2,Electronics,343.85,48.44,Central,2023-01-15
1144,2024-01-09,172,15,2,Clothing,94.45,225.93,North,2023-03-13
1145,2024-07-05,137,6,4,Home,391.29,90.36,East,2023-02-06
1146,2024-01-25,124,15,4,Clothing,94.45,225.93,North,2023-01-24
1147,2024-03-18,256,13,2,Electronics,135.18,159.25,Central,2023-06-05
1148,2024-09-09,281,12,4,Clothing,367.46,76.42,West,2023-06-30
1149,2024-08-10,214,16,2,Clothing,42.74,204.7,Central,2023-04-24
1150,2024-09-28,139,15,3,Clothing,94.45,225.93,Central,2023-02-08
1151,2024-12-24,291,15,1,Clothing,94.45,225.93,East,2023-07-10
1152,2024-09-17,119,11,3,Home,138.65,142.03,North,2023-01-19
1153,2024-02-26,243,19,2,Books,154.99,113.73,Central,2023-05-23
1154,2024-07-15,189,18,1,Clothing,67.69,35.71,Central,2023-03-30
1155,2024-12-19,277,15,4,Clothing,94.45,225.93,East,2023-06-26
1156,2024-05-23,262,10,2,Home,207.04,192.52,North,2023-06-11
1157,2024-01-06,132,8,4,Home,78.29,80.58,East,2023-02-01
1158,2024-02-06,169,18,2,Clothing,67.69,35.71,South,2023-03-10
1159,2024-03-27,280,8,2,Home,78.29,80.58,West,2023-06-29
1160,2024-01-06,248,13,4,Electronics,135.18,159.25,Central,2023-05-28
1161,2024-05-15,150,4,4,Home,179.65,172.49,Central,2023-02-19
1162,2024-10-24,152,9,2,Books,273.5,70.84,West,2023-02-21
1163,2024-04-01,208,18,4,Clothing,67.69,35.71,North,2023-04-18
1164,2024-08-24,218,7,3,Electronics,14.26,64.74,East,2023-04-28
1165,2024-06-04,123,20,4,Electronics,451.71,24.11,West,2023-01-23
1166,2024-05-22,264,14,2,Clothing,116.84,214.71,North,2023-06-13
1167,2024-04-29,150,10,1,Home,207.04,192.52,Central,2023-02-19
1168,2024-01-21,221,19,3,Books,154.99,113.73,South,2023-05-01
1169,2024-09-11,267,1,4,Home,337.85,186.37,Central,2023-06-16
1170,2024-07-03,159,20,1,Electronics,451.71,24.11,South,2023-02-28
1171,2024-05-26,188,18,2,Clothing,67.69,35.71,South,2023-03-29
1172,2024-11-20,277,1,4,Home,337.85,186.37,East,2023-06-26
1173,2024-09-17,151,18,3,Clothing,67.69,35.71,South,2023-02-20
1174,2024-06-27,279,16,2,Clothing,42.74,204.7,South,2023-06-28
1175,2024-05-09,183,11,1,Home,138.65,142.03,North,2023-03-24
1176,2024-08-10,203,3,2,Clothing,233.52,130.05,South,2023-04-13
1177,2024-12-04,193,9,4,Books,273.5,70.84,South,2023-04-03
1178,2024-08-25,194,20,1,Electronics,451.71,24.11,South,2023-04-04
1179,2024-01-11,297,17,2,Books,393.85,78.1,North,2023-07-16
1180,2024-12-04,181,18,4,Clothing,67.69,35.71,South,2023-03-22
1181,2024-03-20,299,13,2,Electronics,135.18,159.25,North,2023-07-18
1182,2024-03-12,177,13,1,Electronics,135.18,159.25,East,2023-03-18
1183,2024-11-12,202,3,1,Clothing,233.52,130.05,North,2023-04-12
1184,2024-05-02,236,20,1,Electronics,451.71,24.11,Central,2023-05-16
1185,2024-06-08,114,1,1,Home,337.85,186.37,East,2023-01-14
1186,2024-09-21,132,4,1,Home,179.65,172.49,East,2023-02-01
1187,2024-03-14,179,14,1,Clothing,116.84,214.71,North,2023-03-20
1188,2024-09-26,239,7,3,Electronics,14.26,64.74,Central,2023-05-19
1189,2024-09-23,250,5,1,Electronics,343.85,48.44,East,2023-05-30
1190,2024-09-21,118,13,1,Electronics,135.18,159.25,West,2023-01-18
1191,2024-12-12,133,6,3,Home,391.29,90.36,West,2023-02-02
1192,2024-05-11,287,17,3,Books,393.85,78.1,West,2023-07-06
1193,2024-04-05,219,2,3,Home,280.83,107.28,North,2023-04-29
1194,2024-11-26,298,1,2,Home,337.85,186.37,Central,2023-07-17
1195,2024-05-14,261,10,4,Home,207.04,192.52,West,2023-06-10
1196,2024-09-25,234,1,4,Home,337.85,186.37,East,2023-05-14
1197,2024-11-10,205,20,3,Electronics,451.71,24.11,West,2023-04-15
1198,2024-11-28,124,19,4,Books,154.99,113.73,North,2023-01-24
1199,2024-03-05,180,20,3,Electronics,451.71,24.11,South,2023-03-21
1200,2024-10-31,188,2,1,Home,280.83,107.28,South,2023-03-29
1201,2024-01-08,223,16,3,Clothing,42.74,204.7,West,2023-05-03
1202,2024-06-16,175,14,1,Clothing,116.84,214.71,East,2023-03-16
1203,2024-12-22,278,13,4,Electronics,135.18,159.25,Central,2023-06-27
1204,2024-01-18,134,11,3,Home,138.65,142.03,South,2023-02-03
1205,2024-05-27,287,16,2,Clothing,42.74,204.7,West,2023-07-06
1206,2024-04-22,184,11,4,Home,138.65,142.03,South,2023-03-25
1207,2024-07-07,260,15,3,Clothing,94.45,225.93,East,2023-06-09
1208,2024-08-29,176,18,1,Clothing,67.69,35.71,Central,2023-03-17
1209,2024-03-01,159,2,3,Home,280.83,107.28,South,2023-02-28
1210,2024-11-09,146,19,3,Books,154.99,113.73,South,2023-02-15
1211,2024-10-24,184,5,1,Electronics,343.85,48.44,South,2023-03-25
1212,2024-10-11,209,9,4,Books,273.5,70.84,North,2023-04-19
1213,2024-03-19,280,16,3,Clothing,42.74,204.7,West,2023-06-29
1214,2024-11-24,113,6,3,Home,391.29,90.36,West,2023-01-13
1215,2024-03-19,238,19,4,Books,154.99,113.73,North,2023-05-18
1216,2024-05-01,191,9,4,Books,273.5,70.84,South,2023-04-01
1217,2024-01-08,247,14,2,Clothing,116.84,214.71,South,2023-05-27
1218,2024-06-09,211,16,3,Clothing,42.74,204.7,Central,2023-04-21
1219,2024-07-05,249,3,2,Clothing,233.52,130.05,West,2023-05-29
1220,2024-09-28,111,2,1,Home,280.83,107.28,South,2023-01-11
1221,2024-06-15,114,20,4,Electronics,451.71,24.11,East,2023-01-14
1222,2024-09-11,244,2,1,Home,280.83,107.28,East,2023-05-24
1223,2024-03-10,250,1,1,Home,337.85,186.37,East,2023-05-30
1224,2024-08-31,254,9,4,Books,273.5,70.84,Central,2023-06-03
1225,2024-04-29,237,7,4,Electronics,14.26,64.74,South,2023-05-17
1226,2024-12-22,118,20,1,Electronics,451.71,24.11,West,2023-01-18
1227,2024-12-28,271,17,3,Books,393.85,78.1,North,2023-06-20
1228,2024-09-10,274,17,2,Books,393.85,78.1,East,2023-06-23
1229,2024-05-13,249,1,3,Home,337.85,186.37,West,2023-05-29
1230,2024-05-16,256,9,1,Books,273.5,70.84,Central,2023-06-05
1231,2024-03-16,252,16,2,Clothing,42.74,204.7,East,2023-06-01
1232,2024-06-08,206,4,4,Home,179.65,172.49,West,2023-04-16
1233,2024-03-23,282,17,4,Books,393.85,78.1,Central,2023-07-01
1234,2024-06-23,245,8,4,Home,78.29,80.58,West,2023-05-25
1235,2024-03-09,275,8,1,Home,78.29,80.58,South,2023-06-24
1236,2024-10-13,221,16,4,Clothing,42.74,204.7,South,2023-05-01
1237,2024-12-26,239,10,4,Home,207.04,192.52,Central,2023-05-19
1238,2024-12-09,161,18,4,Clothing,67.69,35.71,North,2023-03-02
1239,2024-07-18,143,18,4,Clothing,67.69,35.71,South,2023-02-12
1240,2024-12-15,190,15,3,Clothing,94.45,225.93,East,2023-03-31
1241,2024-10-14,225,1,3,Home,337.85,186.37,Central,2023-05-05
1242,2024-08-08,182,18,3,Clothing,67.69,35.71,West,2023-03-23
1243,2024-07-06,112,17,1,Books,393.85,78.1,West,2023-01-12
1244,2024-07-11,194,4,4,Home,179.65,172.49,South,2023-04-04
1245,2024-04-02,241,15,1,Clothing,94.45,225.93,West,2023-05-21
1246,2024-02-02,164,18,3,Clothing,67.69,35.71,Central,2023-03-05
1247,2024-08-04,138,15,1,Clothing,94.45,225.93,East,2023-02-07
1248,2024-09-21,183,15,3,Clothing,94.45,225.93,North,2023-03-24
1249,2024-06-01,112,14,2,Clothing,116.84,214.71,West,2023-01-12
1250,2024-07-01,157,12,2,Clothing,367.46,76.42,Central,2023-02-26
1251,2024-12-12,210,6,2,Home,391.29,90.36,Central,2023-04-20
1252,2024-01-10,267,20,4,Electronics,451.71,24.11,Central,2023-06-16
1253,2024-05-14,270,10,1,Home,207.04,192.52,Central,2023-06-19
1254,2024-02-07,157,2,2,Home,280.83,107.28,Central,2023-02-26
1255,2024-05-26,189,3,2,Clothing,233.52,130.05,Central,2023-03-30
1256,2024-03-05,286,4,3,Home,179.65,172.49,South,2023-07-05
1257,2024-07-16,279,19,2,Books,154.99,113.73,South,2023-06-28
1258,2024-10-04,209,2,2,Home,280.83,107.28,North,2023-04-19
1259,2024-08-12,256,14,3,Clothing,116.84,214.71,Central,2023-06-05
1260,2024-12-05,163,18,3,Clothing,67.69,35.71,South,2023-03-04
1261,2024-11-15,264,4,1,Home,179.65,172.49,North,2023-06-13
1262,2024-05-20,162,13,4,Electronics,135.18,159.25,South,2023-03-03
1263,2024-10-30,126,5,3,Electronics,343.85,48.44,West,2023-01-26
1264,2024-05-02,296,15,2,Clothing,94.45,225.93,West,2023-07-15
1265,2024-09-27,126,8,1,Home,78.29,80.58,West,2023-01-26
1266,2024-03-24,253,15,1,Clothing,94.45,225.93,Central,2023-06-02
1267,2024-11-02,101,8,2,Home,78.29,80.58,West,2023-01-01
1268,2024-08-21,131,3,1,Clothing,233.52,130.05,East,2023-01-31
1269,2024-01-11,131,2,4,Home,280.83,107.28,East,2023-01-31
1270,2024-06-30,214,9,2,Books,273.5,70.84,Central,2023-04-24
1271,2024-06-17,204,14,1,Clothing,116.84,214.71,South,2023-04-14
1272,2024-09-06,223,14,3,Clothing,116.84,214.71,West,2023-05-03
1273,2024-05-25,285,15,2,Clothing,94.45,225.93,South,2023-07-04
1274,2024-05-27,280,17,2,Books,393.85,78.1,West,2023-06-29
1275,2024-04-17,227,14,2,Clothing,116.84,214.71,Central,2023-05-07
1276,2024-10-02,196,18,1,Clothing,67.69,35.71,Central,2023-04-06
1277,2024-07-02,105,19,1,Books,154.99,113.73,South,2023-01-05
1278,2024-02-05,154,4,3,Home,179.65,172.49,North,2023-02-23
1279,2024-06-26,239,20,2,Electronics,451.71,24.11,Central,2023-05-19
1280,2024-01-02,264,9,3,Books,273.5,70.84,North,2023-06-13
1281,2024-02-25,194,20,4,Electronics,451.71,24.11,South,2023-04-04
1282,2024-09-28,153,1,1,Home,337.85,186.37,South,2023-02-22
1283,2024-07-16,292,15,1,Clothing,94.45,225.93,South,2023-07-11
1284,2024-10-16,115,2,3,Home,280.83,107.28,Central,2023-01-15
1285,2024-03-02,119,4,1,Home,179.65,172.49,North,2023-01-19
1286,2024-11-16,220,18,1,Clothing,67.69,35.71,South,2023-04-30
1287,2024-08-04,187,17,2,Books,393.85,78.1,West,2023-03-28
1288,2024-11-05,127,5,3,Electronics,343.85,48.44,West,2023-01-27
1289,2024-08-29,104,13,4,Electronics,135.18,159.25,West,2023-01-04
1290,2024-04-09,253,2,4,Home,280.83,107.28,Central,2023-06-02
1291,2024-05-31,151,1,3,Home,337.85,186.37,South,2023-02-20
1292,2024-09-24,262,6,2,Home,391.29,90.36,North,2023-06-11
1293,2024-11-27,213,17,2,Books,393.85,78.1,North,2023-04-23
1294,2024-09-18,270,11,3,Home,138.65,142.03,Central,2023-06-19
1295,2024-09-12,186,20,1,Electronics,451.71,24.11,East,2023-03-27
1296,2024-10-05,125,17,3,Books,393.85,78.1,East,2023-01-25
1297,2024-01-04,187,7,1,Electronics,14.26,64.74,West,2023-03-28
1298,2024-07-17,139,19,3,Books,154.99,113.73,Central,2023-02-08
1299,2024-01-29,153,11,3,Home,138.65,142.03,South,2023-02-22
1300,2024-07-17,139,7,3,Electronics,14.26,64.74,Central,2023-02-08
1301,2024-04-12,275,3,2,Clothing,233.52,130.05,South,2023-06-24
1302,2024-12-04,284,20,3,Electronics,451.71,24.11,Central,2023-07-03
1303,2024-12-12,195,19,3,Books,154.99,113.73,Central,2023-04-05
1304,2024-09-29,209,18,1,Clothing,67.69,35.71,North,2023-04-19
1305,2024-10-05,119,8,2,Home,78.29,80.58,North,2023-01-19
1306,2024-03-06,211,10,4,Home,207.04,192.52,Central,2023-04-21
1307,2024-12-17,110,4,3,Home,179.65,172.49,East,2023-01-10
1308,2024-08-30,286,7,4,Electronics,14.26,64.74,South,2023-07-05
1309,2024-04-04,219,2,2,Home,280.83,107.28,North,2023-04-29
1310,2024-05-02,121,14,1,Clothing,116.84,214.71,North,2023-01-21
1311,2024-02-06,176,12,1,Clothing,367.46,76.42,Central,2023-03-17
1312,2024-07-17,111,19,3,Books,154.99,113.73,South,2023-01-11
1313,2024-03-27,207,17,2,Books,393.85,78.1,North,2023-04-17
1314,2024-08-08,253,6,4,Home,391.29,90.36,Central,2023-06-02
1315,2024-12-29,212,2,1,Home,280.83,107.28,Central,2023-04-22
1316,2024-12-13,185,16,1,Clothing,42.74,204.7,North,2023-03-26
1317,2024-12-23,253,13,2,Electronics,135.18,159.25,Central,2023-06-02
1318,2024-05-25,184,10,1,Home,207.04,192.52,South,2023-03-25
1319,2024-01-23,266,20,4,Electronics,451.71,24.11,South,2023-06-15
1320,2024-12-27,193,8,4,Home,78.29,80.58,South,2023-04-03
1321,2024-04-22,184,13,1,Electronics,135.18,159.25,South,2023-03-25
1322,2024-02-14,239,6,3,Home,391.29,90.36,Central,2023-05-19
1323,2024-01-12,272,9,1,Books,273.5,70.84,West,2023-06-21
1324,2024-02-04,111,13,2,Electronics,135.18,159.25,South,2023-01-11
1325,2024-06-05,256,3,4,Clothing,233.52,130.05,Central,2023-06-05
1326,2024-05-01,154,8,4,Home,78.29,80.58,North,2023-02-23
1327,2024-01-20,188,1,4,Home,337.85,186.37,South,2023-03-29
1328,2024-08-05,185,16,3,Clothing,42.74,204.7,North,2023-03-26
1329,2024-07-28,220,1,1,Home,337.85,186.37,South,2023-04-30
1330,2024-12-18,204,1,2,Home,337.85,186.37,South,2023-04-14
1331,2024-06-14,246,16,2,Clothing,42.74,204.7,East,2023-05-26
1332,2024-08-06,221,5,4,Electronics,343.85,48.44,South,2023-05-01
1333,2024-01-02,241,11,4,Home,138.65,142.03,West,2023-05-21
1334,2024-06-18,236,10,3,Home,207.04,192.52,Central,2023-05-16
1335,2024-09-17,270,3,2,Clothing,233.52,130.05,Central,2023-06-19
1336,2024-05-14,117,17,3,Books,393.85,78.1,Central,2023-01-17
1337,2024-05-02,298,4,3,Home,179.65,172.49,Central,2023-07-17
1338,2024-10-24,143,16,4,Clothing,42.74,204.7,South,2023-02-12
1339,2024-06-29,280,4,4,Home,179.65,172.49,West,2023-06-29
1340,2024-06-22,159,3,3,Clothing,233.52,130.05,South,2023-02-28
1341,2024-10-03,103,1,4,Home,337.85,186.37,East,2023-01-03
1342,2024-06-19,218,12,3,Clothing,367.46,76.42,East,2023-04-28
1343,2024-11-02,224,15,4,Clothing,94.45,225.93,Central,2023-05-04
1344,2024-07-14,157,18,2,Clothing,67.69,35.71,Central,2023-02-26
1345,2024-12-03,218,4,3,Home,179.65,172.49,East,2023-04-28
1346,2024-07-11,274,8,2,Home,78.29,80.58,East,2023-06-23
1347,2024-10-03,191,3,3,Clothing,233.52,130.05,South,2023-04-01
1348,2024-08-23,297,20,3,Electronics,451.71,24.11,North,2023-07-16
1349,2024-08-06,156,20,1,Electronics,451.71,24.11,Central,2023-02-25
1350,2024-11-22,157,8,4,Home,78.29,80.58,Central,2023-02-26
1351,2024-07-17,171,14,4,Clothing,116.84,214.71,Central,2023-03-12
1352,2024-01-25,206,11,4,Home,138.65,142.03,West,2023-04-16
1353,2024-02-25,212,12,4,Clothing,367.46,76.42,Central,2023-04-22
1354,2024-08-11,283,7,1,Electronics,14.26,64.74,South,2023-07-02
1355,2024-06-05,133,5,4,Electronics,343.85,48.44,West,2023-02-02
1356,2024-06-09,225,16,3,Clothing,42.74,204.7,Central,2023-05-05
1357,2024-02-17,168,18,3,Clothing,67.69,35.71,Central,2023-03-09
1358,2024-06-14,154,18,3,Clothing,67.69,35.71,North,2023-02-23
1359,2024-06-26,293,9,1,Books,273.5,70.84,North,2023-07-12
1360,2024-10-08,164,20,1,Electronics,451.71,24.11,Central,2023-03-05
1361,2024-02-25,297,4,4,Home,179.65,172.49,North,2023-07-16
1362,2024-05-02,220,20,2,Electronics,451.71,24.11,South,2023-04-30
1363,2024-03-25,114,9,4,Books,273.5,70.84,East,2023-01-14
1364,2024-07-04,271,18,2,Clothing,67.69,35.71,North,2023-06-20
1365,2024-06-16,176,15,3,Clothing,94.45,225.93,Central,2023-03-17
1366,2024-05-12,289,14,3,Clothing,116.84,214.71,Central,2023-07-08
1367,2024-07-19,210,8,1,Home,78.29,80.58,Central,2023-04-20
1368,2024-07-17,179,11,2,Home,138.65,142.03,North,2023-03-20
1369,2024-04-26,119,6,1,Home,391.29,90.36,North,2023-01-19
1370,2024-09-27,177,17,4,Books,393.85,78.1,East,2023-03-18
1371,2024-03-17,194,2,1,Home,280.83,107.28,South,2023-04-04
1372,2024-06-16,289,2,1,Home,280.83,107.28,Central,2023-07-08
1373,2024-12-11,181,6,2,Home,391.29,90.36,South,2023-03-22
1374,2024-10-02,170,14,3,Clothing,116.84,214.71,North,2023-03-11
